Name,Team,W,L,ERA,GS,G,SV,IP,H,ER,HR,SO,BB,WHIP,K/9,BB/9,FIP,WAR,RA9-WAR,ADP,playerid
Blake Bivens,Rays,0,0,5.2,0,0,0,1,1,1,0,1,0,1.5,6.35,3.85,5.27,0,0,999,sa828880
Marvin Gorgas,Mariners,0,0,5.1,0,1,0,1,1,1,0,1,1,1.59,7.86,5.36,5.27,0,-0.1,999,sa829061
Luis Lugo,Cubs,0,0,5.09,0,0,0,1,1,1,0,1,0,1.5,6.84,4.06,5.28,0,0,999,sa597249
Vance Worley,,0,0,5.3,0,0,0,1,1,1,0,1,0,1.55,5.41,3.55,5.28,0,0,999,6435
Euclides Leyer,,0,0,5.15,0,1,0,1,1,1,0,1,1,1.6,7.78,5.37,5.28,0,0,999,sa551004
Leo Crawford,Dodgers,0,0,4.94,0,0,0,1,1,1,0,1,0,1.44,6.05,3.48,5.28,0,0,999,sa872530
Tiago Da Silva,,0,0,5.26,0,0,0,1,1,1,0,1,0,1.52,5.4,3.45,5.28,0,0,999,sa795086
Jess Amedee,Pirates,0,0,5.19,0,1,0,1,1,1,0,1,1,1.75,7.17,6.38,5.28,0,-0.1,999,sa829449
Alberto Tirado,,0,0,5.05,0,1,0,1,1,1,0,1,1,1.65,8.18,6.17,5.28,0,0,999,sa659315
Travis Neubeck,Marlins,0,0,5.14,0,1,0,1,1,1,0,1,1,1.61,6.66,5.11,5.28,0,-0.1,999,sa875202
Cory Abbott,Cubs,0,0,5.24,0,0,0,1,1,1,0,1,1,1.55,7.2,4.62,5.28,0,0,999,sa3005305
Akeel Morris,,0,0,5.13,0,1,0,1,1,1,0,1,1,1.54,8.05,5.03,5.28,0,0,999,12185
Brayden Bouchey,Blue Jays,0,0,5.21,0,1,0,1,1,1,0,1,1,1.58,7.87,5.16,5.28,0,0,999,sa918925
Matt Wotherspoon,Orioles,0,0,5.22,0,0,0,1,1,1,0,1,0,1.47,8.21,4.11,5.28,0,0,999,sa738548
Sam Bragg,Athletics,0,0,5.21,0,1,0,1,1,1,0,1,0,1.49,5.94,3.6,5.28,0,0,999,sa738235
Drake Britton,,0,0,5.07,0,1,0,1,1,1,0,1,0,1.53,6.66,4.32,5.28,0,0,999,2868
Josh Judy,,0,0,5.15,0,1,0,1,1,1,0,1,0,1.57,5.95,4.26,5.28,0,0,999,1975
Andrew Sopko,Blue Jays,0,0,5.27,0,0,0,1,1,1,0,1,0,1.44,6.62,3.32,5.28,0,0,999,sa658286
Ivan Pelaez,Rays,0,0,4.97,0,1,0,1,1,1,0,1,1,1.58,5.85,4.54,5.28,0,0,999,sa3004441
Elio Serrano,Dodgers,0,0,5.01,0,1,0,1,1,1,0,1,1,1.59,7.17,5.22,5.28,0,-0.1,999,sa917324
Holden Capps,Royals,0,0,5.06,0,1,0,1,1,1,0,1,1,1.63,5.4,4.77,5.28,0,0,999,sa3004097
Zach Jackson,Blue Jays,0,0,5.11,0,1,0,1,1,1,0,1,1,1.6,8.96,6.04,5.29,0,0,999,sa874174
Lucas Humpal,,0,0,5.27,0,0,0,1,1,1,0,1,0,1.53,5.31,3.49,5.29,0,0,999,sa876296
Will Headean,Padres,0,0,5.04,0,0,0,1,1,1,0,1,1,1.6,6.49,4.98,5.29,0,0,999,sa875618
Travis Herrin,Angels,0,0,5.11,0,0,0,1,1,1,0,1,0,1.52,6.1,4.05,5.29,0,0,999,sa875780
Mario Sanchez,,0,0,5.23,0,0,0,1,1,1,0,1,0,1.47,6.34,3.38,5.29,0,0,999,sa691863
Sean Isaac,Angels,0,0,5.02,0,1,0,1,1,1,0,1,1,1.52,8.4,5.19,5.29,0,0,999,sa918944
Will Gilbert,Athletics,0,0,5,0,1,0,1,1,1,0,1,1,1.66,6.02,5.33,5.29,0,0,999,sa918097
Cole Bartlett,Diamondbacks,0,0,5.41,0,0,0,1,1,1,0,1,0,1.62,5.49,4.26,5.29,0,0,999,sa3004009
Matt Pearce,Cardinals,0,0,5.22,0,0,0,1,1,1,0,1,0,1.39,5.82,2.45,5.29,0,0,999,sa829078
Ryan Mason,Twins,0,0,5.21,0,1,0,1,1,1,0,1,0,1.56,5.95,4.1,5.29,0,0,999,sa856254
Justin Camp,,0,0,5.13,0,1,0,1,1,1,0,1,1,1.57,6.86,4.73,5.29,0,0,999,sa919018
Wyatt Strahan,Reds,0,0,5.29,0,0,0,1,1,1,0,1,0,1.54,6.1,3.79,5.29,0,0,999,sa599334
Jose Almonte,Diamondbacks,0,0,5.37,0,0,0,1,1,1,0,1,1,1.61,7.06,5.03,5.29,0,0,999,sa737055
Michael Gibbons,Mets,0,0,5.27,0,0,0,1,1,1,0,1,0,1.52,6.58,3.92,5.29,0,0,999,sa876538
Wes Benjamin,Rangers,0,0,5.2,0,0,0,1,1,1,0,1,0,1.49,6.26,3.57,5.29,0,0,999,sa602914
Kyle Young,Phillies,0,0,5.07,0,0,0,1,1,1,0,1,0,1.58,5.92,4.35,5.3,0,0,999,sa918488
Gonzalez Germen,White Sox,0,0,5.18,0,1,0,1,1,1,0,1,1,1.54,7.82,4.7,5.3,0,0,999,5876
Esmerling De La Rosa,,0,0,5.2,0,1,0,1,1,1,0,1,0,1.5,6.7,3.92,5.3,0,0,999,sa550547
Tommy Peterson,Nationals,0,0,5.13,0,1,0,1,1,1,0,1,1,1.61,7.01,5.18,5.3,0,0,999,sa875600
Emerson Martinez,Rangers,0,0,5.34,0,0,0,1,1,1,0,1,0,1.52,5.53,3.38,5.3,0,0,999,sa747285
Jose Oyervides,,0,0,5.28,0,0,0,1,1,1,0,1,0,1.57,5.47,3.95,5.3,0,0,999,sa202000
Trevor Stephan,Yankees,0,0,5.21,0,0,0,1,1,1,0,1,0,1.41,7.71,3.41,5.3,0,0,999,sa918441
Scott Grist,,0,0,5.24,0,1,0,1,1,1,0,1,0,1.61,5.85,4.46,5.3,0,0,999,sa876355
Malky Mena,Mets,0,0,5.18,0,1,0,1,1,1,0,1,1,1.58,6.55,4.68,5.3,0,-0.1,999,sa3003080
Rodrigo Benoit,Brewers,0,0,5.23,0,1,0,1,1,1,0,1,1,1.58,7.2,4.77,5.3,0,0,999,sa747275
Jonathan Hernandez,Rangers,1,1,5.3,5,0,0,1,1,1,0,1,1,1.61,7.08,4.95,5.3,0,0,999,sa737482
Tyler Phillips,Rangers,0,0,5.37,0,0,0,1,1,1,0,1,0,1.55,5.3,3.5,5.3,0,0,999,sa875646
Josh Roeder,Marlins,0,0,5.24,0,0,0,1,1,1,0,1,0,1.54,5.17,3.68,5.3,0,0,999,sa875299
Henderson Alvarez,Astros,0,0,5.35,0,0,0,1,1,1,0,1,0,1.54,5.04,3.29,5.3,0,0,999,5669
Trevor Rogers,Marlins,0,0,5.08,0,0,0,1,1,1,0,1,1,1.64,6.28,5.29,5.3,0,0,999,sa3005423
James Shields,,3,3,5.3,16,0,0,1,1,1,0,1,0,1.48,7,3.53,5.3,0,0,600.4,7059
Raul Barron,,0,0,5.17,0,1,0,1,1,1,0,1,0,1.58,5.65,4.22,5.31,0,0,999,sa328471
Parker Bridwell,Athletics,0,0,5.32,2,0,0,1,1,1,0,1,0,1.46,5.63,3.02,5.31,0,0,999,11502
Dusty Isaacs,Blue Jays,0,0,5.24,0,1,0,1,1,1,0,1,1,1.51,8,4.64,5.31,0,0,999,sa550364
Matt Frawley,Yankees,0,0,5.12,0,1,0,1,1,1,0,1,0,1.48,7.64,4.12,5.31,0,0,999,sa918386
Jason Berken,Blue Jays,0,0,5.41,0,0,0,1,1,1,0,1,0,1.5,5.97,3.32,5.31,0,0,999,5673
Oriel L Caicedo,,0,0,5.15,0,0,0,1,1,1,0,1,0,1.56,5.16,3.81,5.31,0,0,999,sa597430
Sam Held,Nationals,0,0,5.26,0,0,0,1,1,1,0,1,0,1.6,5.38,4.14,5.31,0,0,999,sa918665
Romario Gil,,0,0,5.14,0,0,0,1,1,1,0,1,1,1.6,6.19,4.68,5.31,0,0,999,sa3002591
Thomas McIlraith,Mets,0,0,5.13,0,1,0,1,1,1,0,1,1,1.64,6.31,5.2,5.31,0,-0.1,999,sa875253
Brennan Leitao,Cardinals,0,0,5.26,0,1,0,1,1,1,0,1,0,1.56,5.86,4.03,5.31,0,-0.1,999,sa875842
Will Morris,Phillies,0,0,5.29,0,0,0,1,1,1,0,1,0,1.45,6.52,3.14,5.31,0,0,999,sa738332
Cody Schumacher,Cardinals,0,0,5.21,0,1,0,1,1,1,0,1,1,1.64,6.48,5.12,5.31,0,-0.1,999,sa829745
Arturo Barradas,,0,0,5.05,0,1,0,1,1,1,0,1,1,1.65,5.76,4.97,5.31,0,0,999,sa328589
Mark Serrano,,0,0,5.22,0,1,0,1,1,1,0,1,1,1.58,6.66,4.62,5.32,0,0,999,sa501508
Mauricio Lara,,0,0,5.13,0,0,0,1,1,1,0,1,0,1.57,5.05,3.88,5.32,0,0,999,sa198885
Anfernee Benitez,,0,0,5.04,0,1,0,1,1,1,0,1,1,1.63,7.75,5.77,5.32,0,0,999,sa657700
Rafael Diaz,,0,0,5.22,0,1,0,1,1,1,0,1,0,1.52,6.25,3.85,5.32,0,0,999,sa509282
Juan Sandoval,,0,0,5.19,0,1,0,1,1,1,0,1,1,1.62,5.8,4.66,5.32,0,0,999,sa202910
Gerardo Sanchez,,0,0,5.19,0,1,0,1,1,1,0,1,1,1.63,6.49,5.06,5.32,0,0,999,sa503435
Max Gamboa,Dodgers,0,0,5.17,0,0,0,1,1,1,0,1,0,1.54,6.37,4.28,5.32,0,0,999,sa3005358
Tyler Wells,Twins,0,0,5.24,0,0,0,1,1,1,0,1,0,1.43,7.31,3.53,5.32,0,0,999,sa918346
Conner Greene,Royals,1,1,5.06,0,20,0,20,20,11,3,15,12,1.62,6.54,5.39,5.32,-0.2,-0.1,999,sa737829
Walter Borkovich,Braves,0,0,5.32,0,1,0,1,1,1,0,1,0,1.57,5.79,3.99,5.32,0,0,999,sa3004801
Jorge Ortega,Brewers,0,0,5.38,0,0,0,1,1,1,0,1,0,1.44,5.62,2.52,5.33,0,0,999,sa597019
Cameron Roegner,Brewers,0,0,5.2,0,0,0,1,1,1,0,1,0,1.53,5.98,3.82,5.33,0,0,999,sa918493
Lucas Giolito,White Sox,5,4,5.32,24,0,0,1,1,1,0,1,0,1.54,7.18,4.38,5.33,0,0,525.4,15474
Edgar Garcia,,0,0,5.28,0,0,0,1,1,1,0,1,0,1.49,6.84,3.82,5.33,0,0,999,sa282907
Bryce Morrow,,0,0,5.36,0,0,0,1,1,1,0,1,0,1.49,6.31,3.43,5.33,0,0,999,sa745009
Zach Nuding,,0,0,5.31,0,0,0,1,1,1,0,1,0,1.48,6.44,3.49,5.33,0,0,999,sa503167
Fernando Perez,Tigers,0,0,5.33,0,1,0,1,1,1,0,1,0,1.57,6.84,4.43,5.33,0,0,999,sa598187
Erick Leal,Cubs,0,0,5.24,0,0,0,1,1,1,0,1,0,1.52,6.62,4.1,5.33,0,0,999,sa657825
Luis De La O,,0,0,5.19,0,1,0,1,1,1,0,1,1,1.6,6.12,4.68,5.33,0,0,999,sa508761
Griffin Glaude,Blue Jays,0,0,5.26,0,1,0,1,1,1,0,1,0,1.53,7.45,4.5,5.33,0,0,999,sa876811
Jesus Cruz,Cardinals,0,0,5.22,0,0,0,1,1,1,0,1,1,1.6,7.35,5.26,5.33,0,0,999,sa3001066
Brett Ash,Mariners,0,0,5.32,0,0,0,1,1,1,0,1,0,1.5,5.08,2.99,5.33,0,0,999,sa832338
Andrew Case,Blue Jays,0,0,5.3,0,1,0,1,1,1,0,1,0,1.49,6.14,3.49,5.33,0,0,999,sa829881
Nestor Bautista,Marlins,0,0,5.07,0,1,0,1,1,1,0,1,1,1.6,6.67,5.08,5.33,0,-0.1,999,sa829590
Wendolyn Bautista,Reds,0,0,5.27,0,0,0,1,1,1,0,1,0,1.51,6.41,3.74,5.33,0,0,999,sa737042
Steven Ridings,Mariners,0,0,5.31,0,0,0,1,1,1,0,1,0,1.54,6.75,4.2,5.34,0,0,999,sa918658
Domingo Robles,Pirates,0,0,5.38,0,0,0,1,1,1,0,1,0,1.62,4.93,4.04,5.34,0,0,999,sa872881
Diomar Lopez,Padres,0,0,5.21,0,1,0,1,1,1,0,1,1,1.61,6.99,5.14,5.34,0,-0.1,999,sa828277
Mark Appel,Phillies,0,0,5.26,0,0,0,1,1,1,0,1,1,1.56,7.28,4.64,5.34,0,0,999,sa501726
Dillon Tate,Orioles,1,1,5.34,3,0,0,1,1,1,0,1,0,1.53,5.63,3.46,5.34,0,0,999,sa874239
Matt Solter,Giants,0,0,5.19,0,0,0,1,1,1,0,1,1,1.62,5.92,4.99,5.34,0,0,999,sa917121
Toru Murata,,0,0,5.37,0,0,0,1,1,1,0,1,0,1.47,5.67,2.91,5.34,0,0,999,11652
Devan Watts,White Sox,0,0,5.18,0,1,0,1,1,1,0,1,0,1.49,7.61,4.24,5.34,0,0,999,sa918361
Luis Patino,Padres,0,0,5.26,0,0,0,1,1,1,0,1,1,1.6,6.79,4.95,5.34,0,0,999,sa3002792
Steven Moyers,Mariners,0,0,5.18,0,0,0,1,1,1,0,1,0,1.49,5.51,3.33,5.34,0,0,999,sa920718
Yankory Pimentel,,0,0,5.23,0,1,0,1,1,1,0,1,1,1.6,6.84,4.91,5.34,0,0,999,sa659446
Kyle Twomey,Athletics,0,0,5.24,0,0,0,1,1,1,0,1,0,1.53,6.25,4.07,5.34,0,0,999,sa657948
Corey Ray,Royals,0,0,5.19,0,1,0,1,1,1,0,1,0,1.55,6.32,4.41,5.34,0,0,999,sa829315
Dedgar Jimenez,Red Sox,0,0,5.18,0,0,0,1,1,1,0,1,0,1.51,6.04,3.87,5.35,0,0,999,sa736925
Kyle Nelson,Indians,0,0,5.05,0,1,0,1,1,1,0,1,1,1.58,7.53,5.24,5.35,0,0,999,sa915709
Sarkis Ohanian,Reds,0,0,5.19,0,1,0,1,1,1,0,1,1,1.67,8.64,6.32,5.35,0,0,999,sa827459
Brusdar Graterol,Twins,0,0,5.37,0,0,0,1,1,1,0,1,0,1.58,6.1,4.25,5.35,0,0,999,sa873310
Cody Reed,Diamondbacks,0,0,5.3,0,0,0,1,1,1,0,1,0,1.54,6.81,4.31,5.35,0,0,999,sa828694
Anderson Espinoza,Padres,0,0,5.13,0,5,0,5,5,3,1,4,3,1.66,6.98,5.71,5.35,-0.1,-0.1,999,sa872856
Joey Wentz,Braves,0,0,5.19,0,0,0,1,1,1,0,1,1,1.6,6.74,4.96,5.35,0,0,999,sa917946
Manuel Chavez,,0,0,5.05,0,1,0,1,1,1,0,1,1,1.7,6.83,5.93,5.35,0,0,999,sa659414
Yohander Mendez,Rangers,4,4,5.23,23,0,0,1,1,1,0,1,0,1.51,6.84,4.07,5.35,0,0,999,14391
Thomas Pannone,Blue Jays,2,2,5.21,11,0,0,1,1,1,0,1,0,1.41,7,3.25,5.35,0,0,999,17281
Alex Palsha,Mets,0,0,5.14,0,1,0,1,1,1,0,1,1,1.65,6.75,5.45,5.35,0,-0.1,999,sa829433
Jorge Pantoja,Nationals,0,0,5.27,0,1,0,1,1,1,0,1,0,1.61,5.83,4.5,5.35,0,0,999,sa876046
Bret Helton,Pirates,0,0,5.39,0,1,0,1,1,1,0,1,1,1.6,6.66,4.65,5.35,0,-0.1,999,sa875307
Joe Beimel,,0,0,5.16,0,1,0,1,1,1,0,1,0,1.57,5.45,3.87,5.35,0,0,999,979
C.J. Riefenhauser,Astros,0,0,5.15,0,1,0,1,1,1,0,1,1,1.56,7.04,4.67,5.35,0,0,999,11193
Kevin McCanna,Diamondbacks,0,0,5.42,0,0,0,1,1,1,0,1,0,1.58,6.41,4.43,5.35,0,0,999,sa658530
Danny Dopico,White Sox,0,0,5.19,0,1,0,1,1,1,0,1,1,1.59,8.52,5.64,5.35,0,0,999,sa875346
David Parkinson,Phillies,0,0,5.15,0,0,0,1,1,1,0,1,1,1.54,7.24,4.52,5.35,0,0,999,sa3004857
Derrick Miramontes,,0,0,5.31,0,1,0,1,1,1,0,1,0,1.57,5.96,4.12,5.35,0,0,999,sa3001052
Ethan Clark,Marlins,0,0,5.21,0,0,0,1,1,1,0,1,1,1.63,6.54,5.28,5.36,0,0,999,sa875652
Jace Vines,Royals,0,0,5.32,0,0,0,1,1,1,0,0,0,1.55,4.47,3.5,5.36,0,0,999,sa917985
Gabe Klobosits,Nationals,0,0,5.18,0,1,0,1,1,1,0,1,1,1.67,7.3,5.86,5.36,0,0,999,sa829389
Luke Barker,Brewers,0,0,5.26,0,1,0,1,1,1,0,1,1,1.58,7.02,4.7,5.36,0,0,999,sa977837
Lorenzo Barcelo,,0,0,5.39,0,0,0,1,1,1,0,1,0,1.47,5.13,2.73,5.36,0,0,999,1435
Hunter Schryver,White Sox,0,0,5.09,0,1,0,1,1,1,0,1,1,1.61,7.18,5.19,5.36,0,0,999,sa873263
Orlandy Navarro,Dodgers,0,0,5.13,0,1,0,1,1,1,0,1,1,1.58,6.74,4.88,5.36,0,-0.1,999,sa917830
Jordan Romano,Rangers,3,4,5.28,5,45,0,68,71,40,12,53,28,1.46,7.04,3.68,5.36,-0.3,0,999,sa829155
Drew Hutchison,Yankees,0,0,5.29,0,1,0,1,1,1,0,1,0,1.47,7.16,3.65,5.36,0,0,999,10732
Blake Beavan,,0,0,5.37,0,0,0,1,1,1,0,1,0,1.47,5.74,2.97,5.36,0,0,999,338
Miles Nordgren,,0,0,5.37,0,0,0,1,1,1,0,1,0,1.61,5.14,4.09,5.36,0,0,999,sa829347
Jhonathan Diaz,Red Sox,0,0,5.22,0,0,0,1,1,1,0,1,0,1.6,5.51,4.44,5.36,0,0,999,sa828483
Bruce Zimmermann,Orioles,0,0,5.27,0,0,0,1,1,1,0,1,0,1.52,6.74,3.98,5.36,0,0,999,sa3004810
Davis Ward,Cardinals,0,0,5.3,0,1,0,1,1,1,0,1,1,1.62,6.35,4.78,5.37,0,-0.1,999,sa829860
Tucker Davidson,Braves,0,0,5.22,0,0,0,1,1,1,0,1,1,1.65,6.09,5.1,5.37,0,0,999,sa918393
Jesus Tinoco,Rockies,1,1,5.54,3,0,0,1,1,1,0,1,0,1.51,6.68,3.5,5.37,0,0,999,sa657723
Tyler Jackson,,0,0,5.35,0,0,0,1,1,1,0,1,0,1.49,6,3.37,5.37,0,0,999,sa3004743
Jose Fernandez,Tigers,1,1,5.11,0,25,0,25,25,14,4,22,14,1.55,7.82,5.01,5.37,-0.2,-0.2,999,14733
Reggie McClain,Mariners,0,0,5.34,0,0,0,1,1,1,0,1,0,1.5,5.16,3.13,5.37,0,0,999,sa918281
Carlos Contreras,,0,0,5.33,0,1,0,1,1,1,0,1,0,1.56,6.69,4.39,5.37,0,0,999,10386
Hobie Harris,Yankees,0,0,5.14,0,1,0,1,1,1,0,1,0,1.5,7.91,4.46,5.37,0,0,999,sa876068
Marco Estrada,Athletics,4,4,5.27,23,0,0,1,1,1,0,1,0,1.41,6.58,3.29,5.37,0,0,562.5,1118
Ryan Lillie,Reds,0,0,5.35,0,0,0,1,1,1,0,1,0,1.51,6.37,3.68,5.37,0,0,999,sa3004740
Bryan Dobzanski,Cardinals,0,0,5.2,0,1,0,1,1,1,0,1,1,1.63,6.26,5.06,5.37,0,-0.1,999,sa829656
Joe Gatto,Angels,0,0,5.15,0,0,0,1,1,1,0,1,1,1.6,5.77,4.67,5.37,0,0,999,sa828693
Jonny Drozd,,0,0,5.12,0,1,0,1,1,1,0,1,1,1.66,5.9,5.09,5.37,0,0,999,sa833561
MacKenzie Gore,Padres,0,0,5.15,0,0,0,1,1,1,0,1,1,1.61,6.72,5.09,5.37,0,0,598,sa3005068
Bronson Arroyo,,0,0,5.4,0,0,0,1,1,1,0,1,0,1.43,5.62,2.42,5.37,0,0,999,978
Brad Mills,,0,0,5.33,0,0,0,1,1,1,0,1,0,1.53,6,3.7,5.38,0,0,999,4420
Yonardo Herdenez,Blue Jays,0,0,5.39,0,1,0,1,1,1,0,1,0,1.52,6.95,4.02,5.38,0,0,999,sa737092
Tony Pena,,0,0,5.26,0,1,0,1,1,1,0,1,1,1.6,6.17,4.58,5.38,0,0,999,2240
Scott Kuzminsky,,0,0,5.26,0,1,0,1,1,1,0,1,1,1.57,7.24,4.81,5.38,0,0,999,sa3005312
Trey Haley,Orioles,0,0,5.25,0,1,0,1,1,1,0,1,1,1.62,7.37,5.17,5.38,0,0,999,sa456039
Cristian Castillo,Royals,0,0,5.19,0,0,0,1,1,1,0,1,0,1.45,5.92,3.33,5.38,0,0,999,sa872742
Jonathan Martinez,Cubs,0,0,5.31,0,0,0,1,1,1,0,1,0,1.47,6.49,3.49,5.38,0,0,999,sa600287
Bailey Clark,Cubs,0,0,5.24,0,1,0,1,1,1,0,1,1,1.66,7.06,5.64,5.38,0,0,999,sa857562
Ismael Aquino,Athletics,0,0,5.34,0,0,0,1,1,1,0,1,1,1.62,6.86,5.2,5.38,0,0,999,sa3003104
Travis Wood,,0,0,5.29,0,0,0,1,1,1,0,1,0,1.51,6.58,3.82,5.38,0,0,999,9884
Brady Lail,Yankees,0,0,5.17,0,1,0,1,1,1,0,1,0,1.48,7.46,4.08,5.38,0,0,999,sa658405
Mitchell Aker,,0,0,5.4,0,0,0,1,1,1,0,1,0,1.53,6.45,3.88,5.38,0,0,999,sa3002582
Max Herrmann,Angels,0,0,5.1,0,0,0,1,1,1,0,1,0,1.58,5.8,4.47,5.38,0,0,999,sa3005259
Jeff Ibarra,,0,0,5.08,0,1,0,1,1,1,0,1,1,1.65,6.38,5.32,5.38,0,0,999,sa502106
Josh Fleming,Rays,0,0,5.24,0,0,0,1,1,1,0,1,0,1.56,5.02,3.75,5.39,0,0,999,sa3004344
Zach Plesac,Indians,0,0,5.32,0,0,0,1,1,1,0,1,0,1.45,6.3,3.24,5.39,0,0,999,sa873700
Sam Hentges,Indians,0,0,5.07,0,5,0,5,5,3,1,4,3,1.6,7.48,5.4,5.39,0,0,999,sa828881
Hayden Howard,Nationals,0,0,5.08,0,1,0,1,1,1,0,1,1,1.64,6.75,5.38,5.39,0,0,999,sa738994
John Gavin,Giants,0,0,5.13,0,0,0,1,1,1,0,1,1,1.59,7,5.27,5.39,0,0,999,sa829790
Harley Holt,Cardinals,0,0,5.34,0,1,0,1,1,1,0,1,0,1.6,5.7,4.35,5.39,0,-0.1,999,sa878099
J.C. Sulbaran,,0,0,5.35,0,0,0,1,1,1,0,1,0,1.47,6.62,3.54,5.39,0,0,999,sa455559
Jayson McKinley,Diamondbacks,0,0,5.49,0,0,0,1,1,1,0,1,1,1.59,6.73,4.59,5.39,0,0,999,sa920921
Jake Winston,,0,0,5.24,0,1,0,1,1,1,0,1,1,1.69,6.63,5.7,5.39,0,0,999,sa918371
Tim Lincecum,,0,0,5.51,0,0,0,1,1,1,0,1,0,1.57,6.59,4.2,5.39,0,0,999,5705
Ethan Elias,Diamondbacks,0,0,5.54,0,0,0,1,1,1,0,1,0,1.59,5.99,4.21,5.39,0,0,999,sa599224
Terance Marin,White Sox,0,0,5.34,0,0,0,1,1,1,0,1,0,1.54,5.05,3.42,5.39,0,0,999,sa556821
Angel Landazuri,,0,0,5.41,0,0,0,1,1,1,0,1,0,1.58,6.29,4.29,5.39,0,0,999,sa549571
Jeff Soptic,Giants,0,0,5.13,0,1,0,1,1,1,0,1,1,1.73,6.4,6.21,5.39,0,-0.1,999,sa503518
Trevor Belicek,Orioles,0,0,5.25,0,1,0,1,1,1,0,1,0,1.49,6.85,3.69,5.39,0,0,999,sa875674
Matt Tomshaw,White Sox,0,0,5.24,0,0,0,1,1,1,0,1,0,1.43,5.67,2.64,5.39,0,0,999,sa598974
Alexander Guillen,Rockies,0,0,5.49,0,1,0,1,1,1,0,1,1,1.68,7.8,5.71,5.39,0,0,999,sa737454
Jose Rodriguez,Angels,0,0,5.21,0,0,0,1,1,1,0,1,0,1.46,6.18,3.47,5.39,0,0,999,sa736814
Ryan Lawlor,Cubs,0,0,5.18,0,0,0,1,1,1,0,1,1,1.62,7.07,5.25,5.39,0,0,999,sa875198
Sean O'Sullivan,,0,0,5.41,0,0,0,1,1,1,0,1,0,1.48,5.92,3.13,5.39,0,0,999,9137
Reggie Lawson,Padres,0,0,5.27,0,0,0,1,1,1,0,1,1,1.61,6.96,5.15,5.39,0,0,999,sa917951
Alexis Rivero,Phillies,0,0,5.26,0,1,0,1,1,1,0,1,0,1.53,7.36,4.44,5.39,0,0,999,sa735860
Miguel Pena,,0,0,5.17,0,0,0,1,1,1,0,1,0,1.6,5.09,4.24,5.39,0,0,999,sa501449
Joey Marciano,Giants,0,0,5.16,0,0,0,1,1,1,0,1,1,1.61,5.81,4.87,5.39,0,0,999,sa3004637
Orlando Lara,,0,0,5.25,0,0,0,1,1,1,0,1,0,1.56,5.49,3.92,5.39,0,0,999,sa328299
Trevor Clifton,Cubs,0,0,5.28,0,0,0,1,1,1,0,1,0,1.5,7.32,4.29,5.39,0,0,999,sa737901
Harol Gonzalez,Mets,0,0,5.31,0,0,0,1,1,1,0,1,0,1.5,5.83,3.49,5.39,0,0,999,sa828505
Nick Howard,Reds,0,0,5.27,0,1,0,1,1,1,0,1,1,1.66,7.72,5.84,5.4,0,0,999,sa827196
Michael Santos,Angels,0,0,5.21,0,0,0,1,1,1,0,1,0,1.54,5.27,3.86,5.4,0,0,999,sa736667
Walker Weickel,Rangers,0,0,5.46,0,0,0,1,1,1,0,1,0,1.54,5.9,3.71,5.4,0,0,999,sa657871
Dace Kime,Indians,0,0,5.23,0,1,0,1,1,1,0,1,1,1.63,7.44,5.53,5.4,0,0,999,sa548429
Camilo Doval,Giants,0,0,5.07,0,1,0,1,1,1,0,1,1,1.74,7.65,7.01,5.4,0,-0.1,999,sa916835
Gavin Wallace,Pirates,0,0,5.55,0,0,0,1,1,1,0,1,0,1.58,4.59,3.35,5.4,0,0,999,sa3004102
Jimmy Duff,Mets,0,0,5.24,0,1,0,1,1,1,0,1,1,1.65,6.55,5.33,5.4,0,-0.1,999,sa829255
Tommy Bergjans,Reds,0,0,5.38,0,0,0,1,1,1,0,1,0,1.45,6.39,3.08,5.4,0,0,999,sa875211
Jack Wynkoop,Rockies,0,0,5.54,0,0,0,1,1,1,0,1,0,1.49,4.88,2.36,5.4,0,0,999,sa875060
Kaleb Ort,Yankees,0,0,5.17,0,1,0,1,1,1,0,1,1,1.57,8.52,5.46,5.4,0,0,999,sa3002783
Zach Prendergast,Cardinals,0,0,5.37,0,0,0,1,1,1,0,1,0,1.57,6.06,4.24,5.4,0,0,999,sa3005232
Durin O'Linger,Red Sox,0,0,5.34,0,1,0,1,1,1,0,1,0,1.53,6.39,4.17,5.4,0,0,999,sa3004233
Tyler Alexander,,0,0,5.33,0,0,0,1,1,1,0,1,0,1.58,5.97,4.21,5.41,0,0,999,sa738376
Reece Karalus,,0,0,5.33,0,1,0,1,1,1,0,1,0,1.55,6.86,4.43,5.41,0,0,999,sa873637
Abdiel Saldana,Astros,0,0,5.41,0,0,0,1,1,1,0,1,0,1.56,6.23,4.16,5.41,0,0,999,sa828523
Evan Miller,Padres,0,0,5.21,0,1,0,1,1,1,0,1,1,1.68,6.29,5.53,5.41,0,-0.1,999,sa915725
Alex Hermeling,Dodgers,0,0,5.13,0,1,0,1,1,1,0,1,1,1.59,6.54,4.99,5.41,0,-0.1,999,sa602673
Darwinzon Hernandez,Red Sox,0,0,5.14,2,0,0,1,1,1,0,1,1,1.63,7.78,5.89,5.41,0,0,999,sa828318
Noel Rodriguez,,0,0,5.28,0,1,0,1,1,1,0,1,1,1.65,6.36,5.19,5.41,0,0,999,sa875824
Michael Koval,Mariners,0,0,5.27,0,1,0,1,1,1,0,1,1,1.65,5.85,4.91,5.41,0,-0.1,999,sa918213
